ph,temp,type
4.8,33.1,unknown
4.6,41.6,unknown
5.7,19.8,unknown
5.0,42.2,unknown
5.4,21.2,unknown
6.1,15.4,unknown
5.1,18.3,unknown
5.2,44.5,unknown
6.3,40.1,unknown
4.7,27.6,unknown
6.5,39.6,unknown
4.7,27.8,unknown
6.1,34.2,unknown
7.4,45.2,unknown
5.3,39.9,unknown
5.4,39.1,unknown
5.1,16.8,unknown
6.1,40.1,unknown
7.1,43.0,unknown
6.5,33.1,ikan nila
7.2,45.0,unknown
6.7,44.7,unknown
5.3,33.4,unknown
4.9,21.1,unknown
6.2,25.7,ikan lele
6.4,35.7,unknown
5.5,42.2,unknown
4.9,27.3,unknown
5.7,40.2,unknown
4.9,20.5,unknown
5.7,45.0,unknown
7.1,45.1,unknown
5.4,29.2,unknown
6.6,41.7,unknown
7.0,38.0,unknown
5.9,18.1,unknown
7.4,36.8,unknown
6.2,18.1,unknown
6.0,43.3,unknown
5.0,20.9,unknown
6.1,42.8,unknown
4.6,19.9,unknown
5.6,33.2,unknown
6.2,37.8,unknown
5.5,24.4,ikan gurame
6.0,39.9,unknown
5.3,19.3,unknown
5.2,14.5,unknown
5.5,17.6,unknown
4.9,40.3,unknown
5.4,27.9,unknown
6.3,33.7,unknown
6.4,37.6,unknown
5.5,14.5,unknown
4.8,18.4,unknown
6.6,18.7,unknown
6.3,29.3,ikan lele
6.8,44.1,unknown
5.7,19.3,unknown
6.3,19.1,unknown
6.1,20.3,ikan lele
5.5,20.5,ikan gurame
6.8,43.4,unknown
5.0,20.5,unknown
7.3,41.8,unknown
5.9,39.2,unknown
5.3,25.6,unknown
4.6,33.2,unknown
5.9,15.0,unknown
7.0,23.7,ikan nila
6.2,43.3,unknown
5.2,19.7,unknown
6.9,35.7,unknown
5.1,23.1,unknown
7.2,40.2,unknown
7.2,35.9,unknown
6.2,40.5,unknown
5.1,44.5,unknown
5.8,27.8,ikan gurame
5.4,30.3,unknown
7.4,33.2,ikan nila
7.0,15.0,unknown
5.3,23.7,unknown
4.8,41.2,unknown
6.5,40.4,unknown
6.2,26.9,ikan lele
6.1,37.7,unknown
5.4,43.6,unknown
6.1,28.3,ikan lele
6.0,14.9,unknown
7.5,40.7,unknown
4.6,20.9,unknown
7.4,20.7,ikan nila
6.7,43.2,unknown
5.0,28.8,unknown
7.1,39.8,unknown
6.3,24.9,ikan lele
4.7,30.6,unknown
6.9,23.8,ikan nila
5.8,26.8,ikan gurame
6.0,32.4,unknown
5.0,38.5,unknown
6.8,42.7,unknown
7.0,42.8,unknown
7.2,25.5,ikan nila
7.2,42.6,unknown
5.8,40.7,unknown
6.1,18.4,unknown
6.1,40.0,unknown
5.0,21.2,unknown
5.7,43.6,unknown
6.4,39.5,unknown
5.1,39.5,unknown
7.1,40.5,unknown
6.8,43.2,unknown
6.6,41.6,unknown
6.0,18.2,unknown
6.3,24.6,ikan lele
7.0,41.1,unknown
5.6,42.7,unknown
6.6,44.3,unknown
6.8,21.9,ikan nila
5.2,45.0,unknown
5.9,18.7,unknown
6.9,14.8,unknown
7.1,27.1,ikan nila
6.5,19.5,unknown
6.4,15.4,unknown
5.8,43.8,unknown
6.3,21.8,ikan lele
5.5,22.8,ikan gurame
7.3,28.8,ikan nila
6.0,32.2,unknown
6.5,27.5,ikan nila
4.8,39.4,unknown
5.6,24.9,ikan gurame
5.4,45.3,unknown
6.2,41.2,unknown
6.5,39.2,unknown
5.9,44.5,unknown
6.6,28.4,ikan nila
5.6,43.0,unknown
4.6,17.2,unknown
6.7,18.3,unknown
6.0,15.3,unknown
7.4,22.9,ikan nila
7.5,20.2,ikan nila
6.8,42.5,unknown
5.1,19.6,unknown
5.6,18.0,unknown
6.0,20.8,ikan lele
6.3,42.7,unknown
4.5,36.1,unknown
5.3,29.1,unknown
6.7,44.8,unknown
7.3,33.5,ikan nila
5.9,30.4,ikan gurame
7.5,20.7,ikan nila
7.4,42.2,unknown
6.6,27.3,ikan nila
5.6,43.3,unknown
6.1,19.3,unknown
5.5,41.2,unknown
4.8,44.1,unknown
5.0,19.4,unknown
5.7,19.1,unknown
5.3,39.0,unknown
5.5,20.6,ikan gurame
7.3,30.5,ikan nila
6.7,35.1,unknown
5.9,43.3,unknown
5.1,41.5,unknown
4.9,33.7,unknown
5.3,16.5,unknown
7.1,14.9,unknown
6.6,16.4,unknown
4.9,17.1,unknown
5.0,22.2,unknown
4.6,18.3,unknown
7.1,29.0,ikan nila
7.2,22.8,ikan nila
5.6,24.1,ikan gurame
6.5,19.8,unknown
7.0,15.5,unknown
6.0,41.3,unknown
5.0,35.5,unknown
5.3,30.3,unknown
5.8,45.2,unknown
6.5,25.9,ikan nila
6.5,19.9,unknown
5.3,29.4,unknown
6.6,25.5,ikan nila
6.4,16.4,unknown
4.7,43.3,unknown
6.9,23.1,ikan nila
6.4,19.7,unknown
5.8,44.5,unknown
5.6,15.7,unknown
4.6,38.6,unknown
5.1,31.9,unknown
5.0,43.1,unknown
7.5,18.6,unknown
6.6,14.9,unknown
7.4,45.4,unknown
7.5,33.6,ikan nila
7.1,20.2,ikan nila
6.6,43.1,unknown
6.8,23.0,ikan nila
5.8,15.9,unknown
7.0,20.9,ikan nila
7.2,39.4,unknown
5.9,27.1,ikan gurame
5.2,25.8,unknown
7.1,29.6,ikan nila
5.9,28.9,ikan gurame
5.7,16.9,unknown
5.2,44.8,unknown
6.4,44.5,unknown
5.2,18.2,unknown
4.6,17.4,unknown
7.0,44.0,unknown
7.3,20.8,ikan nila
7.2,18.4,unknown
5.1,32.7,unknown
7.3,28.9,ikan nila
5.9,45.2,unknown
5.6,43.1,unknown
5.3,17.7,unknown
4.6,23.6,unknown
5.5,37.5,unknown
6.4,40.9,unknown
6.3,16.4,unknown
4.6,18.1,unknown
6.6,20.0,ikan nila
6.4,17.4,unknown
4.6,42.6,unknown
6.9,27.0,ikan nila
5.4,29.7,unknown
4.9,19.2,unknown
7.4,15.1,unknown
5.3,42.7,unknown
6.5,23.6,ikan nila
7.3,30.3,ikan nila
5.9,44.4,unknown
6.6,29.7,ikan nila
5.8,39.4,unknown
6.3,16.5,unknown
5.9,26.9,ikan gurame
4.7,42.0,unknown
5.1,44.7,unknown
5.5,14.6,unknown
5.5,22.6,ikan gurame
6.4,16.7,unknown
6.1,39.8,unknown
5.7,27.3,ikan gurame
5.2,15.9,unknown
5.8,23.5,ikan gurame
5.1,39.0,unknown
5.3,44.3,unknown
6.0,14.8,unknown
5.1,18.9,unknown
5.8,15.5,unknown
5.1,28.1,unknown
5.6,37.4,unknown
6.1,43.9,unknown
7.4,27.4,ikan nila
4.6,39.9,unknown
6.7,19.5,unknown
4.5,18.6,unknown
7.5,21.5,ikan nila
6.3,45.3,unknown
6.2,37.6,unknown
6.0,23.1,ikan lele
5.4,42.5,unknown
5.2,26.8,unknown
6.3,44.0,unknown
6.9,15.5,unknown
4.5,33.5,unknown
6.2,36.7,unknown
6.2,44.5,unknown
6.9,15.0,unknown
6.2,23.3,ikan lele
6.8,25.7,ikan nila
5.3,20.9,unknown
7.3,22.4,ikan nila
6.9,41.2,unknown
5.3,41.5,unknown
5.7,36.0,unknown
6.2,33.4,unknown
6.0,17.2,unknown
5.6,43.2,unknown
5.2,19.9,unknown
5.9,35.8,unknown
5.8,28.1,ikan gurame
6.8,40.9,unknown
6.0,41.0,unknown
6.9,25.6,ikan nila
6.4,41.8,unknown
7.3,30.4,ikan nila
4.6,25.6,unknown
4.9,39.3,unknown
6.6,40.4,unknown
4.6,26.3,unknown
5.3,33.6,unknown
5.7,41.8,unknown
4.9,26.5,unknown
7.1,24.7,ikan nila
7.0,25.5,ikan nila
7.5,39.8,unknown
5.1,42.8,unknown
5.5,39.1,unknown
6.1,19.1,unknown
5.1,20.4,unknown
6.7,40.1,unknown
4.8,39.6,unknown
6.1,17.2,unknown
6.8,27.5,ikan nila
6.3,28.2,ikan lele
4.5,19.5,unknown
6.4,40.5,unknown
5.3,42.1,unknown
6.6,44.9,unknown
4.6,24.9,unknown
6.5,43.0,unknown
4.6,28.2,unknown
5.6,21.0,ikan gurame
6.1,22.2,ikan lele
6.7,42.2,unknown
5.8,38.7,unknown
4.8,15.7,unknown
5.6,22.1,ikan gurame
6.1,22.5,ikan lele
4.5,37.6,unknown
5.8,39.2,unknown
4.7,16.5,unknown
4.7,28.5,unknown
4.6,24.4,unknown
6.5,27.6,ikan nila
7.3,42.9,unknown
5.1,20.8,unknown
5.6,17.7,unknown
7.1,19.0,unknown
6.9,44.7,unknown
6.5,20.4,ikan nila
7.0,32.1,ikan nila
5.1,24.7,unknown
7.5,39.9,unknown
5.4,15.2,unknown
6.1,28.7,ikan lele
6.3,44.2,unknown
5.1,40.1,unknown
4.9,39.7,unknown
4.5,36.3,unknown
5.8,20.9,ikan gurame
4.9,39.5,unknown
7.5,41.2,unknown
4.6,34.1,unknown
6.8,20.5,ikan nila
7.1,37.3,unknown
4.5,29.9,unknown
6.6,40.9,unknown
7.0,39.8,unknown
5.8,26.1,ikan gurame
6.1,40.2,unknown
7.4,45.3,unknown
4.7,19.1,unknown
6.9,18.5,unknown
5.4,20.9,unknown
6.5,23.1,ikan nila
6.1,14.8,unknown
6.7,26.0,ikan nila
6.9,19.8,unknown
4.8,41.1,unknown
5.9,15.6,unknown
6.1,42.2,unknown
4.8,22.6,unknown
6.1,41.8,unknown
6.5,25.4,ikan nila
4.9,16.1,unknown
5.0,18.6,unknown
6.9,28.4,ikan nila
7.3,39.7,unknown
7.4,37.5,unknown
4.9,15.0,unknown
5.2,42.2,unknown
7.4,44.8,unknown
7.4,40.4,unknown
6.7,45.0,unknown
5.1,39.3,unknown
5.9,24.3,ikan gurame
5.6,20.2,ikan gurame
4.6,37.6,unknown
6.0,19.9,unknown
5.4,28.1,unknown
7.0,24.7,ikan nila
6.0,41.6,unknown
5.4,39.6,unknown
6.7,45.5,unknown
5.8,27.0,ikan gurame
5.8,29.2,ikan gurame
7.5,17.0,unknown
6.9,27.5,ikan nila
5.3,25.0,unknown
5.1,22.3,unknown
5.4,15.7,unknown
6.7,33.3,ikan nila
4.5,37.9,unknown
5.7,19.6,unknown
4.6,27.1,unknown
6.7,15.0,unknown
6.5,41.6,unknown
7.2,39.6,unknown
5.1,21.7,unknown
5.5,43.7,unknown
6.4,17.0,unknown
5.1,41.4,unknown
7.2,27.8,ikan nila
5.8,18.4,unknown
4.5,23.2,unknown
6.9,26.9,ikan nila
7.1,41.7,unknown
5.3,39.5,unknown
5.9,19.9,unknown
5.1,43.1,unknown
6.2,40.4,unknown
7.3,42.2,unknown
5.9,19.3,unknown
5.9,34.8,unknown
6.1,39.0,unknown
5.4,25.1,unknown
6.2,19.1,unknown
5.7,37.5,unknown
7.2,23.6,ikan nila
5.8,17.6,unknown
6.8,26.1,ikan nila
6.9,22.1,ikan nila
5.3,21.3,unknown
6.1,20.6,ikan lele
5.9,43.8,unknown
5.0,20.2,unknown
6.5,18.6,unknown
4.8,40.8,unknown
5.2,14.8,unknown
5.0,23.6,unknown
4.9,39.0,unknown
6.5,40.5,unknown
7.4,16.6,unknown
5.6,21.3,ikan gurame
6.6,15.6,unknown
5.7,44.4,unknown
7.4,44.4,unknown
6.5,24.2,ikan nila
6.3,38.8,unknown
5.7,37.6,unknown
6.5,37.7,unknown
4.9,41.0,unknown
6.9,42.1,unknown
4.6,36.0,unknown
6.0,42.9,unknown
6.7,20.9,ikan nila
6.1,39.7,unknown
4.9,14.8,unknown
6.3,35.6,unknown
4.7,19.4,unknown
7.1,44.1,unknown
5.1,19.8,unknown
5.5,23.0,ikan gurame
5.0,42.4,unknown
4.8,24.1,unknown
5.8,19.4,unknown
5.0,25.6,unknown
6.2,43.0,unknown
6.8,42.2,unknown
5.7,27.9,ikan gurame
7.5,37.0,unknown
5.5,21.1,ikan gurame
5.7,36.7,unknown
6.1,16.4,unknown
7.0,41.2,unknown
6.5,28.8,ikan nila
6.3,44.3,unknown
5.4,40.5,unknown
5.3,18.6,unknown
7.3,37.3,unknown
6.9,43.2,unknown
6.4,18.6,unknown
5.7,27.2,ikan gurame
6.0,44.8,unknown
6.4,20.2,ikan lele
7.5,39.5,unknown
5.7,42.9,unknown
6.5,45.1,unknown
6.9,23.2,ikan nila
6.8,36.1,unknown
6.4,26.0,ikan lele
4.6,15.6,unknown
6.7,41.6,unknown
6.7,28.3,ikan nila
6.6,41.3,unknown
5.6,30.3,ikan gurame
5.4,24.7,unknown
7.3,18.8,unknown
5.7,28.4,ikan gurame
6.6,43.8,unknown
7.2,28.9,ikan nila
4.7,21.7,unknown
6.9,24.8,ikan nila
7.4,20.8,ikan nila
7.3,27.8,ikan nila
6.9,40.7,unknown
7.0,39.0,unknown
6.5,15.0,unknown
7.0,40.4,unknown
5.1,42.6,unknown
5.6,28.5,ikan gurame
7.5,20.0,ikan nila
5.1,16.1,unknown
6.8,42.4,unknown
5.9,41.2,unknown
5.5,41.5,unknown
6.6,40.6,unknown
5.0,19.6,unknown
6.2,22.9,ikan lele
6.6,29.2,ikan nila
5.0,43.7,unknown
7.3,16.0,unknown
7.1,24.9,ikan nila
5.4,23.1,unknown
6.9,25.2,ikan nila
5.2,39.0,unknown
7.1,20.5,ikan nila
5.0,22.4,unknown
5.0,24.4,unknown
6.9,22.8,ikan nila
6.4,17.7,unknown
5.1,21.2,unknown
5.8,19.0,unknown
4.9,44.5,unknown
6.0,31.3,ikan lele
6.6,40.7,unknown
4.8,15.4,unknown
5.8,41.2,unknown
5.1,21.3,unknown
5.6,40.0,unknown
7.0,44.2,unknown
7.5,35.6,unknown
6.8,23.3,ikan nila
6.0,17.8,unknown
6.1,33.3,unknown
7.4,16.8,unknown
4.8,39.0,unknown
4.6,40.4,unknown
7.1,40.0,unknown
4.6,41.5,unknown
4.9,41.4,unknown
7.4,37.9,unknown
5.8,19.2,unknown
5.7,23.3,ikan gurame
5.6,25.1,ikan gurame
7.1,42.8,unknown
6.9,21.8,ikan nila
4.5,28.5,unknown
5.5,40.2,unknown
5.6,22.3,ikan gurame
7.4,27.5,ikan nila
5.9,18.3,unknown
4.6,42.1,unknown
5.4,19.7,unknown
6.4,45.3,unknown
6.6,34.8,ikan nila
4.8,15.0,unknown
4.6,15.0,unknown
7.3,39.6,unknown
6.3,42.2,unknown
7.0,45.1,unknown
4.5,37.4,unknown
6.5,43.8,unknown
6.0,45.0,unknown
5.7,42.5,unknown
6.5,41.1,unknown
4.7,43.2,unknown
7.4,38.6,unknown
5.4,42.0,unknown
5.9,41.6,unknown
4.7,23.2,unknown
5.6,29.8,ikan gurame
6.5,24.6,ikan nila
5.8,37.2,unknown
5.5,14.8,unknown
5.2,34.8,unknown
6.9,17.9,unknown
5.0,32.3,unknown
4.9,45.2,unknown
4.5,23.7,unknown
6.1,44.4,unknown
6.1,41.3,unknown
5.4,42.6,unknown
4.9,39.1,unknown
7.1,25.5,ikan nila
5.3,42.2,unknown
5.3,28.1,unknown
7.4,16.1,unknown
5.2,18.5,unknown
7.3,19.8,unknown
4.6,44.0,unknown
5.1,15.3,unknown
5.1,21.1,unknown
6.7,43.0,unknown
7.0,16.6,unknown
7.1,33.3,ikan nila
4.5,30.1,unknown
4.8,43.6,unknown
6.1,25.8,ikan lele
7.1,21.6,ikan nila
4.6,25.3,unknown
5.5,39.8,unknown
6.9,33.9,ikan nila
4.9,33.3,unknown
4.8,17.7,unknown
5.3,33.3,unknown
6.7,40.8,unknown
4.5,28.1,unknown
7.0,42.2,unknown
6.0,15.8,unknown
5.2,18.4,unknown
7.0,20.3,ikan nila
5.7,44.7,unknown
7.2,21.7,ikan nila
4.6,19.6,unknown
4.7,20.5,unknown
5.1,26.0,unknown
6.1,26.3,ikan lele
6.8,28.0,ikan nila
6.8,41.1,unknown
4.9,30.1,unknown
5.8,44.4,unknown
4.8,45.3,unknown
5.9,16.7,unknown
5.2,20.1,unknown
5.1,42.9,unknown
7.0,43.6,unknown
6.0,16.7,unknown
4.8,20.4,unknown
4.9,27.4,unknown
6.3,44.8,unknown
4.5,35.2,unknown
6.9,37.6,unknown
7.1,40.1,unknown
6.6,40.5,unknown
7.3,42.1,unknown
5.2,44.9,unknown
6.2,44.8,unknown
7.3,19.1,unknown
6.4,44.8,unknown
6.4,26.9,ikan lele
5.4,30.8,unknown
7.0,23.8,ikan nila
4.5,27.8,unknown
7.1,41.0,unknown
6.2,21.6,ikan lele
4.8,20.7,unknown
4.6,24.6,unknown
5.9,40.0,unknown
4.8,43.0,unknown
5.1,29.2,unknown
6.7,39.7,unknown
4.8,21.5,unknown
7.2,15.2,unknown
4.6,42.9,unknown
6.8,34.4,ikan nila
6.8,18.4,unknown
7.2,25.9,ikan nila
4.7,37.8,unknown
6.2,25.4,ikan lele
5.0,32.9,unknown
5.2,34.6,unknown
5.5,18.2,unknown
5.2,39.6,unknown
6.6,26.8,ikan nila
7.2,28.5,ikan nila
5.2,18.7,unknown
5.2,44.4,unknown
5.6,39.7,unknown
6.8,24.8,ikan nila
7.5,18.7,unknown
5.4,44.0,unknown
6.9,16.0,unknown
5.0,39.3,unknown
6.6,18.4,unknown
6.3,35.4,unknown
6.8,20.2,ikan nila
6.3,28.4,ikan lele
5.0,37.5,unknown
5.5,16.3,unknown
6.9,19.3,unknown
5.1,18.5,unknown
5.8,27.5,ikan gurame
4.9,15.8,unknown
6.2,27.5,ikan lele
7.3,21.4,ikan nila
6.6,45.5,unknown
6.3,18.6,unknown
4.8,14.8,unknown
6.4,17.1,unknown
4.5,20.0,unknown
5.0,44.6,unknown
7.4,17.2,unknown
4.5,24.1,unknown
6.6,21.3,ikan nila
6.7,42.6,unknown
6.5,37.9,unknown
5.6,41.5,unknown
4.8,16.2,unknown
4.6,43.1,unknown
6.1,44.5,unknown
5.9,22.5,ikan gurame
6.1,40.4,unknown
7.1,16.5,unknown
4.7,16.3,unknown
6.7,39.9,unknown
6.8,23.6,ikan nila
4.7,14.5,unknown
5.4,20.4,unknown
6.4,15.0,unknown
5.5,29.6,ikan gurame
5.8,35.2,unknown
5.4,29.9,unknown
5.4,29.4,unknown
4.7,24.2,unknown
5.7,42.3,unknown
6.3,20.6,ikan lele
6.1,24.4,ikan lele
4.5,18.0,unknown
5.1,17.9,unknown
5.3,14.8,unknown
7.3,38.0,unknown
4.9,40.8,unknown
5.2,24.7,unknown
6.5,42.1,unknown
5.9,19.6,unknown
6.5,39.7,unknown
4.9,40.6,unknown
6.7,28.0,ikan nila
6.3,23.6,ikan lele
5.1,38.8,unknown
6.5,15.5,unknown
6.4,28.4,ikan lele
4.6,42.0,unknown
4.8,38.4,unknown
4.6,22.2,unknown
5.0,26.1,unknown
6.6,18.2,unknown
6.3,24.3,ikan lele
6.8,43.8,unknown
6.4,25.3,ikan lele
6.7,22.0,ikan nila
7.0,40.3,unknown
7.4,16.7,unknown
5.9,30.2,ikan gurame
6.4,26.2,ikan lele
5.7,43.9,unknown
4.5,32.2,unknown
4.9,19.3,unknown
5.2,24.8,unknown
5.2,34.3,unknown
4.8,41.3,unknown
7.4,17.3,unknown
6.9,40.3,unknown
4.5,25.9,unknown
5.1,16.2,unknown
6.6,36.6,unknown
6.7,23.1,ikan nila
5.8,41.5,unknown
6.6,38.7,unknown
6.6,21.4,ikan nila
5.7,35.4,unknown
5.0,18.0,unknown
6.3,44.7,unknown
4.5,43.7,unknown
6.6,14.8,unknown
6.5,18.0,unknown
4.6,16.9,unknown
6.3,38.4,unknown
5.6,26.9,ikan gurame
6.0,24.2,ikan lele
5.5,35.2,unknown
6.3,40.0,unknown
7.5,43.1,unknown
6.0,23.5,ikan lele
5.8,29.6,ikan gurame
7.1,26.1,ikan nila
7.0,17.2,unknown
6.9,42.8,unknown
7.0,25.1,ikan nila
6.6,17.9,unknown
6.5,22.8,ikan nila
7.2,16.8,unknown
5.9,31.8,ikan gurame
5.1,18.8,unknown
5.2,16.1,unknown
6.4,21.9,ikan lele
5.7,21.5,ikan gurame
5.7,29.2,ikan gurame
5.3,18.7,unknown
5.0,38.0,unknown
5.0,41.9,unknown
5.7,22.6,ikan gurame
4.5,17.4,unknown
5.4,43.1,unknown
4.9,36.1,unknown
5.6,24.6,ikan gurame
6.8,27.2,ikan nila
4.9,20.2,unknown
5.0,15.5,unknown
5.6,18.2,unknown
6.5,27.8,ikan nila
4.6,15.2,unknown
5.9,32.9,unknown
6.1,17.7,unknown
7.4,44.2,unknown
6.7,17.2,unknown
4.5,38.2,unknown
7.5,40.2,unknown
5.4,17.5,unknown
5.0,44.7,unknown
6.1,23.5,ikan lele
7.1,34.5,ikan nila
6.9,21.7,ikan nila
4.8,39.3,unknown
5.1,42.4,unknown
7.5,15.4,unknown
5.9,41.0,unknown
4.5,24.7,unknown
5.8,22.0,ikan gurame
7.5,40.3,unknown
7.3,31.4,ikan nila
6.8,28.8,ikan nila
7.1,44.4,unknown
7.0,28.5,ikan nila
6.4,23.0,ikan lele
5.7,38.1,unknown
5.3,42.9,unknown
5.1,45.0,unknown
5.4,26.2,unknown
7.0,39.4,unknown
5.7,16.8,unknown
6.9,39.7,unknown
6.3,18.3,unknown
6.2,16.3,unknown
6.0,16.0,unknown
7.2,33.3,ikan nila
6.3,39.9,unknown
7.4,17.7,unknown
7.1,42.3,unknown
5.4,42.1,unknown
5.0,19.2,unknown
4.8,29.7,unknown
6.5,42.6,unknown
5.4,34.1,unknown
6.9,30.5,ikan nila
4.7,17.2,unknown
6.2,16.6,unknown
6.7,28.7,ikan nila
5.6,23.3,ikan gurame
7.1,18.5,unknown
6.9,21.4,ikan nila
5.0,32.5,unknown
4.8,23.2,unknown
5.7,44.6,unknown
6.0,28.7,ikan lele
7.1,16.3,unknown
5.8,15.8,unknown
5.1,24.6,unknown
7.3,26.1,ikan nila
4.9,24.4,unknown
6.3,42.3,unknown
5.7,14.7,unknown
6.9,27.7,ikan nila
7.0,44.4,unknown
5.2,41.5,unknown
5.2,17.5,unknown
5.2,14.6,unknown
6.4,22.3,ikan lele
4.5,22.5,unknown
5.7,43.1,unknown
5.4,27.4,unknown
5.6,28.6,ikan gurame
6.7,16.2,unknown
7.2,43.9,unknown
5.7,24.3,ikan gurame
5.4,23.6,unknown
7.2,25.8,ikan nila
6.1,16.1,unknown
6.5,20.0,ikan nila
7.0,26.8,ikan nila
6.8,21.3,ikan nila
5.2,34.9,unknown
7.2,39.5,unknown
6.0,43.9,unknown
5.8,14.9,unknown
5.0,16.6,unknown
7.2,34.7,ikan nila
4.5,15.2,unknown
6.2,45.1,unknown
5.3,35.1,unknown
6.6,19.6,unknown
5.6,41.6,unknown
5.8,40.5,unknown
6.5,14.7,unknown
6.9,20.1,ikan nila
7.2,18.6,unknown
5.8,27.6,ikan gurame
5.3,14.5,unknown
5.3,40.5,unknown
7.4,45.1,unknown
5.6,20.5,ikan gurame
6.4,24.9,ikan lele
6.3,42.6,unknown
4.7,38.5,unknown
6.5,30.2,ikan nila
4.7,20.7,unknown
7.1,18.2,unknown
5.6,18.5,unknown
5.2,36.3,unknown
5.6,45.0,unknown
6.6,40.3,unknown
5.5,30.0,ikan gurame
5.9,17.0,unknown
4.6,39.1,unknown
7.1,18.9,unknown
6.8,15.2,unknown
6.5,38.7,unknown
7.0,16.0,unknown
7.0,41.7,unknown
5.4,36.2,unknown
5.7,30.0,ikan gurame
7.4,24.2,ikan nila
6.2,15.8,unknown
6.8,19.6,unknown
5.9,44.2,unknown
5.2,23.2,unknown
6.8,18.6,unknown
7.3,42.5,unknown
4.6,42.4,unknown
6.5,37.3,unknown
6.3,29.6,ikan lele
4.5,26.3,unknown
6.9,17.0,unknown
5.3,37.9,unknown
4.6,16.5,unknown
7.0,38.6,unknown
5.2,19.1,unknown
6.3,16.0,unknown
5.9,43.5,unknown
6.3,16.1,unknown
7.0,42.4,unknown
4.7,21.6,unknown
6.4,39.4,unknown
4.6,45.5,unknown
5.9,44.3,unknown
6.2,24.2,ikan lele
6.6,45.3,unknown
5.4,23.4,unknown
5.1,37.8,unknown
6.5,23.3,ikan nila
7.4,20.1,ikan nila
4.7,41.1,unknown
5.4,36.8,unknown
5.5,44.3,unknown
5.5,29.8,ikan gurame
5.4,42.3,unknown
6.5,42.5,unknown
6.5,17.4,unknown
6.9,28.0,ikan nila
5.3,27.7,unknown
4.8,29.1,unknown
6.1,21.5,ikan lele
7.2,26.6,ikan nila
7.1,14.5,unknown
7.4,25.2,ikan nila
7.0,28.6,ikan nila
4.6,18.5,unknown
5.9,31.3,ikan gurame
4.9,35.4,unknown
4.5,24.5,unknown
7.3,45.4,unknown
5.4,43.3,unknown
5.8,41.4,unknown
5.5,16.4,unknown
5.3,40.4,unknown
7.4,20.6,ikan nila
4.7,39.4,unknown
6.1,15.8,unknown
6.1,37.0,unknown
4.9,17.7,unknown
6.9,42.0,unknown
5.3,15.1,unknown
6.7,26.1,ikan nila
5.1,40.3,unknown
5.0,30.1,unknown
7.4,26.8,ikan nila
7.3,34.0,ikan nila
5.2,23.3,unknown
7.2,31.2,ikan nila
5.1,28.6,unknown
5.9,29.0,ikan gurame
6.4,22.1,ikan lele
6.3,22.5,ikan lele
7.4,28.5,ikan nila
6.2,20.8,ikan lele
6.4,16.5,unknown
6.4,20.3,ikan lele
5.1,26.8,unknown
5.6,43.8,unknown
6.4,28.1,ikan lele
6.1,35.8,unknown
6.9,40.5,unknown
5.9,27.6,ikan gurame
7.2,41.2,unknown
4.7,27.3,unknown
4.8,26.0,unknown
6.8,40.4,unknown
7.2,23.8,ikan nila
5.2,37.5,unknown
5.0,39.9,unknown
5.0,28.0,unknown
6.8,21.7,ikan nila
4.8,25.2,unknown
5.8,25.2,ikan gurame
4.6,24.3,unknown
6.1,21.9,ikan lele
6.6,16.7,unknown
6.0,37.5,unknown
5.5,32.4,unknown
6.8,20.7,ikan nila
6.4,20.8,ikan lele
6.5,21.7,ikan nila
4.6,19.2,unknown
7.1,15.7,unknown
6.6,39.6,unknown
6.6,44.4,unknown
4.5,38.9,unknown
6.6,44.0,unknown
4.7,24.9,unknown
7.0,42.0,unknown
5.2,41.1,unknown
5.3,27.5,unknown
6.2,37.1,unknown
4.7,29.7,unknown
5.6,20.4,ikan gurame
5.5,15.8,unknown
6.1,44.0,unknown
6.6,45.2,unknown
7.1,40.7,unknown
7.4,15.2,unknown
6.1,40.6,unknown
7.0,14.6,unknown
4.6,15.8,unknown
5.6,16.1,unknown
4.9,38.8,unknown
4.6,43.0,unknown
6.5,27.1,ikan nila
7.2,22.0,ikan nila
7.1,28.3,ikan nila
7.5,35.9,unknown
7.1,25.0,ikan nila
6.7,43.8,unknown
6.0,42.0,unknown
4.5,16.2,unknown
4.8,22.1,unknown
5.7,16.1,unknown
7.3,37.5,unknown
4.9,39.8,unknown
5.7,18.8,unknown
6.7,21.1,ikan nila
5.7,35.6,unknown
7.5,42.8,unknown
6.7,44.0,unknown
4.6,31.9,unknown
5.2,30.7,unknown
6.9,44.3,unknown
5.2,21.5,unknown
4.7,41.4,unknown
4.8,40.5,unknown
5.9,40.6,unknown
5.9,23.1,ikan gurame
5.1,17.5,unknown
6.6,17.6,unknown
6.1,30.3,ikan lele
6.2,39.4,unknown
5.3,40.8,unknown
6.1,45.5,unknown
6.4,15.3,unknown
5.4,38.4,unknown
6.8,34.7,ikan nila
7.4,37.8,unknown
6.0,20.2,ikan lele
5.0,34.1,unknown
6.4,21.7,ikan lele
6.2,19.3,unknown
6.5,34.2,ikan nila
4.8,23.7,unknown
4.5,16.3,unknown
6.0,40.0,unknown
5.4,27.1,unknown
4.6,23.4,unknown
4.9,27.7,unknown
7.1,37.8,unknown
6.2,43.2,unknown
5.2,20.9,unknown
5.6,41.1,unknown
6.1,19.6,unknown
4.5,36.4,unknown
6.9,15.4,unknown
7.1,21.4,ikan nila
4.8,19.7,unknown
