ph,temp,type,label
7.5,31.5,ikan nila,kurang optimal
6.1,32.0,ikan lele,kurang optimal
5.5,32.0,ikan gurame,kurang optimal
6.6,31.9,ikan nila,kurang optimal
7.5,31.3,ikan nila,kurang optimal
6.8,30.8,ikan nila,kurang optimal
5.5,30.2,ikan gurame,kurang optimal
6.5,30.1,ikan nila,kurang optimal
6.9,29.9,ikan nila,optimal
5.7,29.7,ikan gurame,kurang optimal
6.4,30.4,ikan lele,kurang optimal
6.5,31.7,ikan nila,kurang optimal
6.8,32.4,ikan nila,kurang optimal
7.3,32.9,ikan nila,kurang optimal
5.8,31.7,ikan gurame,kurang optimal
6.7,31.6,ikan nila,kurang optimal
7.4,31.6,ikan nila,kurang optimal
5.8,31.0,ikan gurame,kurang optimal
6.4,30.7,ikan lele,kurang optimal
7.1,30.6,ikan nila,kurang optimal
6.4,30.5,ikan lele,kurang optimal
5.6,29.4,ikan gurame,kurang optimal
5.5,28.9,ikan gurame,kurang optimal
7.1,29.1,ikan nila,optimal
6.5,29.4,ikan nila,optimal
7.4,30.3,ikan nila,kurang optimal
6.2,30.3,ikan lele,kurang optimal
5.5,31.6,ikan gurame,kurang optimal
7.4,32.0,ikan nila,kurang optimal
7.2,31.8,ikan nila,kurang optimal
7.5,31.8,ikan nila,kurang optimal
6.2,31.5,ikan lele,kurang optimal
6.8,31.4,ikan nila,kurang optimal
5.6,31.3,ikan gurame,kurang optimal
6.6,30.2,ikan nila,kurang optimal
5.8,30.4,ikan gurame,kurang optimal
5.5,29.1,ikan gurame,kurang optimal
5.9,30.5,ikan gurame,kurang optimal
6.8,30.7,ikan nila,kurang optimal
6.2,31.1,ikan lele,kurang optimal
6.2,31.9,ikan lele,kurang optimal
7.1,33.1,ikan nila,kurang optimal
6.8,32.9,ikan nila,kurang optimal
6.9,32.4,ikan nila,kurang optimal
5.8,31.8,ikan gurame,kurang optimal
5.5,31.4,ikan gurame,kurang optimal
5.8,31.1,ikan gurame,kurang optimal
6.8,30.3,ikan nila,kurang optimal
6.0,29.2,ikan lele,kurang optimal
6.0,29.0,ikan lele,kurang optimal
6.0,29.8,ikan lele,kurang optimal
5.8,30.6,ikan gurame,kurang optimal
5.5,31.7,ikan gurame,kurang optimal
6.8,33.3,ikan nila,kurang optimal
6.9,33.3,ikan nila,kurang optimal
6.5,33.0,ikan nila,kurang optimal
5.7,31.9,ikan gurame,kurang optimal
6.9,31.8,ikan nila,kurang optimal
5.9,30.7,ikan gurame,kurang optimal
7.1,30.4,ikan nila,kurang optimal
7.3,29.9,ikan nila,optimal
7.1,29.7,ikan nila,optimal
5.7,29.4,ikan gurame,kurang optimal
6.5,29.2,ikan nila,optimal
6.7,33.6,ikan nila,kurang optimal
7.5,33.9,ikan nila,kurang optimal
7.1,33.9,ikan nila,kurang optimal
7.0,32.4,ikan nila,kurang optimal
7.3,32.3,ikan nila,kurang optimal
6.6,29.4,ikan nila,optimal
6.2,30.8,ikan lele,kurang optimal
7.5,32.4,ikan nila,kurang optimal
7.4,33.6,ikan nila,kurang optimal
7.1,33.4,ikan nila,kurang optimal
7.2,33.2,ikan nila,kurang optimal
6.4,31.9,ikan lele,kurang optimal
6.1,30.8,ikan lele,kurang optimal
7.3,30.2,ikan nila,kurang optimal
6.6,30.0,ikan nila,optimal
6.9,29.6,ikan nila,optimal
5.7,28.8,ikan gurame,kurang optimal
6.2,29.1,ikan lele,kurang optimal
6.2,29.7,ikan lele,kurang optimal
6.5,30.3,ikan nila,kurang optimal
6.0,30.4,ikan lele,kurang optimal
6.7,30.7,ikan nila,kurang optimal
7.5,30.8,ikan nila,kurang optimal
6.4,29.4,ikan lele,kurang optimal
7.1,29.2,ikan nila,optimal
6.9,33.0,ikan nila,kurang optimal
7.4,33.3,ikan nila,kurang optimal
6.7,33.5,ikan nila,kurang optimal
6.0,31.8,ikan lele,kurang optimal
6.2,29.4,ikan lele,kurang optimal
6.6,30.3,ikan nila,kurang optimal
7.1,31.2,ikan nila,kurang optimal
7.3,31.6,ikan nila,kurang optimal
5.6,31.8,ikan gurame,kurang optimal
6.9,33.4,ikan nila,kurang optimal
6.5,33.6,ikan nila,kurang optimal
7.3,33.7,ikan nila,kurang optimal
6.6,33.4,ikan nila,kurang optimal
6.6,33.1,ikan nila,kurang optimal
7.1,32.9,ikan nila,kurang optimal
7.5,32.5,ikan nila,kurang optimal
6.0,31.9,ikan lele,kurang optimal
6.6,31.7,ikan nila,kurang optimal
5.8,30.3,ikan gurame,kurang optimal
6.2,29.8,ikan lele,kurang optimal
7.0,28.8,ikan nila,optimal
7.1,33.6,ikan nila,kurang optimal
6.6,32.7,ikan nila,kurang optimal
6.5,32.3,ikan nila,kurang optimal
5.6,31.9,ikan gurame,kurang optimal
7.1,31.8,ikan nila,kurang optimal
6.1,31.8,ikan lele,kurang optimal
7.5,31.7,ikan nila,kurang optimal
6.7,30.8,ikan nila,kurang optimal
6.6,24.9,ikan nila,kurang optimal
6.4,22.4,ikan lele,kurang optimal
6.3,27.0,ikan lele,kurang optimal
5.5,25.4,ikan gurame,kurang optimal
6.8,24.3,ikan nila,kurang optimal
6.9,22.4,ikan nila,kurang optimal
6.5,27.0,ikan nila,optimal
6.1,27.1,ikan lele,kurang optimal
6.8,26.3,ikan nila,optimal
5.7,26.6,ikan gurame,kurang optimal
6.8,24.9,ikan nila,kurang optimal
7.0,27.6,ikan nila,optimal
5.8,22.4,ikan gurame,kurang optimal
5.9,27.0,ikan gurame,kurang optimal
6.9,25.3,ikan nila,optimal
5.5,24.9,ikan gurame,kurang optimal
6.6,24.3,ikan nila,kurang optimal
5.9,25.4,ikan gurame,kurang optimal
6.8,23.8,ikan nila,kurang optimal
5.8,24.9,ikan gurame,kurang optimal
6.3,27.6,ikan lele,kurang optimal
7.1,25.4,ikan nila,optimal
7.5,27.6,ikan nila,optimal
5.6,25.3,ikan gurame,kurang optimal
6.4,25.7,ikan lele,kurang optimal
6.0,22.9,ikan lele,kurang optimal
6.6,23.8,ikan nila,kurang optimal
5.9,24.9,ikan gurame,kurang optimal
6.6,22.8,ikan nila,kurang optimal
5.9,22.4,ikan gurame,kurang optimal
5.5,27.0,ikan gurame,kurang optimal
6.3,23.3,ikan lele,kurang optimal
6.3,30.4,ikan lele,kurang optimal
5.8,29.1,ikan gurame,kurang optimal
5.8,29.8,ikan gurame,kurang optimal
7.5,30.3,ikan nila,kurang optimal
6.9,30.3,ikan nila,kurang optimal
5.5,30.9,ikan gurame,kurang optimal
6.6,33.2,ikan nila,kurang optimal
7.0,32.7,ikan nila,kurang optimal
7.3,31.9,ikan nila,kurang optimal
6.0,31.6,ikan lele,kurang optimal
5.7,30.5,ikan gurame,kurang optimal
6.3,29.4,ikan lele,kurang optimal
5.6,29.0,ikan gurame,kurang optimal
5.5,28.8,ikan gurame,kurang optimal
6.7,28.8,ikan nila,optimal
5.6,30.0,ikan gurame,kurang optimal
5.5,30.1,ikan gurame,kurang optimal
5.6,30.2,ikan gurame,kurang optimal
7.0,30.4,ikan nila,kurang optimal
5.8,30.9,ikan gurame,kurang optimal
6.9,33.6,ikan nila,kurang optimal
5.9,32.0,ikan gurame,kurang optimal
6.9,31.2,ikan nila,kurang optimal
6.1,30.0,ikan lele,kurang optimal
6.3,29.7,ikan lele,kurang optimal
7.2,29.2,ikan nila,optimal
7.2,28.8,ikan nila,optimal
6.1,29.4,ikan lele,kurang optimal
5.8,29.7,ikan gurame,kurang optimal
7.0,29.9,ikan nila,optimal
5.9,31.2,ikan gurame,kurang optimal
6.5,33.3,ikan nila,kurang optimal
7.4,34.0,ikan nila,kurang optimal
6.7,33.9,ikan nila,kurang optimal
7.3,33.6,ikan nila,kurang optimal
7.3,33.3,ikan nila,kurang optimal
6.5,32.8,ikan nila,kurang optimal
6.9,32.7,ikan nila,kurang optimal
7.1,31.7,ikan nila,kurang optimal
5.9,31.6,ikan gurame,kurang optimal
6.1,31.4,ikan lele,kurang optimal
7.2,31.4,ikan nila,kurang optimal
7.3,30.8,ikan nila,kurang optimal
5.7,30.8,ikan gurame,kurang optimal
7.2,30.5,ikan nila,kurang optimal
6.7,30.2,ikan nila,kurang optimal
6.7,30.1,ikan nila,kurang optimal
7.4,29.8,ikan nila,optimal
5.6,29.7,ikan gurame,kurang optimal
6.1,29.6,ikan lele,kurang optimal
6.6,29.3,ikan nila,optimal
6.8,29.8,ikan nila,optimal
5.5,30.6,ikan gurame,kurang optimal
6.6,30.9,ikan nila,kurang optimal
6.7,31.4,ikan nila,kurang optimal
6.4,31.6,ikan lele,kurang optimal
7.0,33.4,ikan nila,kurang optimal
7.2,33.7,ikan nila,kurang optimal
6.6,33.9,ikan nila,kurang optimal
7.2,34.0,ikan nila,kurang optimal
7.4,33.0,ikan nila,kurang optimal
6.5,32.7,ikan nila,kurang optimal
7.3,32.4,ikan nila,kurang optimal
5.7,31.4,ikan gurame,kurang optimal
5.5,31.2,ikan gurame,kurang optimal
7.0,31.1,ikan nila,kurang optimal
7.4,30.2,ikan nila,kurang optimal
5.9,30.1,ikan gurame,kurang optimal
6.3,30.9,ikan lele,kurang optimal
6.5,32.1,ikan nila,kurang optimal
7.5,30.9,ikan nila,kurang optimal
5.6,30.5,ikan gurame,kurang optimal
6.0,30.6,ikan lele,kurang optimal
6.1,30.6,ikan lele,kurang optimal
5.6,30.8,ikan gurame,kurang optimal
6.1,31.2,ikan lele,kurang optimal
6.8,34.0,ikan nila,kurang optimal
7.4,33.5,ikan nila,kurang optimal
6.7,33.2,ikan nila,kurang optimal
7.4,32.3,ikan nila,kurang optimal
6.6,32.0,ikan nila,kurang optimal
7.1,31.4,ikan nila,kurang optimal
5.5,31.3,ikan gurame,kurang optimal
6.4,31.1,ikan lele,kurang optimal
7.3,31.1,ikan nila,kurang optimal
6.6,31.0,ikan nila,kurang optimal
7.2,30.1,ikan nila,kurang optimal
7.2,32.0,ikan nila,kurang optimal
7.2,32.2,ikan nila,kurang optimal
7.4,32.7,ikan nila,kurang optimal
6.6,33.7,ikan nila,kurang optimal
7.4,34.8,ikan nila,kurang optimal
7.1,34.9,ikan nila,kurang optimal
7.4,33.8,ikan nila,kurang optimal
6.3,31.7,ikan lele,kurang optimal
6.1,31.5,ikan lele,kurang optimal
6.8,30.9,ikan nila,kurang optimal
7.1,30.2,ikan nila,kurang optimal
5.5,30.8,ikan gurame,kurang optimal
6.9,31.6,ikan nila,kurang optimal
6.6,34.1,ikan nila,kurang optimal
7.1,34.4,ikan nila,kurang optimal
6.9,34.4,ikan nila,kurang optimal
6.9,34.2,ikan nila,kurang optimal
6.8,32.5,ikan nila,kurang optimal
7.1,32.2,ikan nila,kurang optimal
7.3,32.1,ikan nila,kurang optimal
7.5,31.6,ikan nila,kurang optimal
5.6,31.5,ikan gurame,kurang optimal
6.4,31.2,ikan lele,kurang optimal
7.2,30.7,ikan nila,kurang optimal
7.1,30.3,ikan nila,kurang optimal
6.1,30.2,ikan lele,kurang optimal
7.2,34.1,ikan nila,kurang optimal
7.0,33.9,ikan nila,kurang optimal
7.5,33.7,ikan nila,kurang optimal
7.1,33.7,ikan nila,kurang optimal
6.5,32.5,ikan nila,kurang optimal
6.6,32.1,ikan nila,kurang optimal
5.8,32.0,ikan gurame,kurang optimal
6.7,31.9,ikan nila,kurang optimal
6.9,31.3,ikan nila,kurang optimal
7.2,30.9,ikan nila,kurang optimal
7.2,30.4,ikan nila,kurang optimal
6.0,31.0,ikan lele,kurang optimal
7.1,31.1,ikan nila,kurang optimal
6.2,31.3,ikan lele,kurang optimal
7.4,32.8,ikan nila,kurang optimal
7.0,34.2,ikan nila,kurang optimal
6.6,34.5,ikan nila,kurang optimal
7.3,33.9,ikan nila,kurang optimal
7.0,33.7,ikan nila,kurang optimal
7.4,33.7,ikan nila,kurang optimal
7.1,32.0,ikan nila,kurang optimal
6.2,31.6,ikan lele,kurang optimal
6.9,31.4,ikan nila,kurang optimal
6.5,30.5,ikan nila,kurang optimal
6.9,30.4,ikan nila,kurang optimal
5.5,30.5,ikan gurame,kurang optimal
7.1,32.3,ikan nila,kurang optimal
7.0,33.5,ikan nila,kurang optimal
6.8,34.2,ikan nila,kurang optimal
7.0,34.5,ikan nila,kurang optimal
6.5,31.8,ikan nila,kurang optimal
6.4,30.6,ikan lele,kurang optimal
5.9,30.8,ikan gurame,kurang optimal
6.8,31.1,ikan nila,kurang optimal
6.5,31.6,ikan nila,kurang optimal
6.7,31.7,ikan nila,kurang optimal
6.9,32.2,ikan nila,kurang optimal
7.1,32.7,ikan nila,kurang optimal
6.8,35.0,ikan nila,kurang optimal
6.6,35.0,ikan nila,kurang optimal
7.2,34.9,ikan nila,kurang optimal
6.7,34.5,ikan nila,kurang optimal
7.3,34.2,ikan nila,kurang optimal
7.0,33.2,ikan nila,kurang optimal
7.2,32.6,ikan nila,kurang optimal
7.1,31.9,ikan nila,kurang optimal
5.6,31.2,ikan gurame,kurang optimal
6.6,30.7,ikan nila,kurang optimal
6.8,32.3,ikan nila,kurang optimal
7.0,33.8,ikan nila,kurang optimal
6.9,35.0,ikan nila,kurang optimal
7.0,34.9,ikan nila,kurang optimal
6.9,32.5,ikan nila,kurang optimal
6.5,32.2,ikan nila,kurang optimal
7.5,31.2,ikan nila,kurang optimal
7.5,33.4,ikan nila,kurang optimal
7.4,34.9,ikan nila,kurang optimal
6.9,34.9,ikan nila,kurang optimal
7.4,34.6,ikan nila,kurang optimal
6.8,34.3,ikan nila,kurang optimal
6.5,33.8,ikan nila,kurang optimal
7.3,32.2,ikan nila,kurang optimal
5.9,31.5,ikan gurame,kurang optimal
6.2,31.4,ikan lele,kurang optimal
6.3,31.3,ikan lele,kurang optimal
7.1,34.8,ikan nila,kurang optimal
7.4,30.5,ikan nila,kurang optimal
6.8,33.9,ikan nila,kurang optimal
7.3,33.2,ikan nila,kurang optimal
6.6,34.2,ikan nila,kurang optimal
6.8,33.5,ikan nila,kurang optimal
7.5,32.8,ikan nila,kurang optimal
6.7,33.1,ikan nila,kurang optimal
6.4,31.4,ikan lele,kurang optimal
6.3,30.8,ikan lele,kurang optimal
7.1,35.0,ikan nila,kurang optimal
6.7,34.8,ikan nila,kurang optimal
6.5,34.7,ikan nila,kurang optimal
7.1,34.2,ikan nila,kurang optimal
6.9,34.0,ikan nila,kurang optimal
5.8,31.4,ikan gurame,kurang optimal
6.0,31.2,ikan lele,kurang optimal
5.6,30.7,ikan gurame,kurang optimal
7.4,30.7,ikan nila,kurang optimal
6.7,31.0,ikan nila,kurang optimal
6.6,31.5,ikan nila,kurang optimal
7.3,33.0,ikan nila,kurang optimal
6.7,33.8,ikan nila,kurang optimal
7.2,34.5,ikan nila,kurang optimal
7.0,34.8,ikan nila,kurang optimal
6.6,34.9,ikan nila,kurang optimal
6.7,32.9,ikan nila,kurang optimal
6.6,31.2,ikan nila,kurang optimal
6.4,31.3,ikan lele,kurang optimal
6.0,31.5,ikan lele,kurang optimal
6.7,33.4,ikan nila,kurang optimal
7.5,34.7,ikan nila,kurang optimal
6.7,34.7,ikan nila,kurang optimal
6.6,33.6,ikan nila,kurang optimal
7.2,32.4,ikan nila,kurang optimal
7.1,32.1,ikan nila,kurang optimal
7.4,31.3,ikan nila,kurang optimal
5.9,31.0,ikan gurame,kurang optimal
7.3,33.4,ikan nila,kurang optimal
6.6,33.8,ikan nila,kurang optimal
7.0,34.0,ikan nila,kurang optimal
7.2,33.5,ikan nila,kurang optimal
7.0,32.9,ikan nila,kurang optimal
6.7,32.8,ikan nila,kurang optimal
6.7,32.5,ikan nila,kurang optimal
7.2,31.1,ikan nila,kurang optimal
7.4,31.4,ikan nila,kurang optimal
6.5,34.1,ikan nila,kurang optimal
6.7,34.9,ikan nila,kurang optimal
6.9,34.5,ikan nila,kurang optimal
6.6,32.8,ikan nila,kurang optimal
6.3,32.0,ikan lele,kurang optimal
6.0,32.0,ikan lele,kurang optimal
6.4,31.0,ikan lele,kurang optimal
6.6,31.6,ikan nila,kurang optimal
6.4,31.8,ikan lele,kurang optimal
7.4,35.0,ikan nila,kurang optimal
6.2,28.9,ikan lele,kurang optimal
5.6,28.8,ikan gurame,kurang optimal
6.9,28.1,ikan nila,optimal
6.9,27.9,ikan nila,optimal
7.0,31.5,ikan nila,kurang optimal
7.5,33.8,ikan nila,kurang optimal
5.9,30.6,ikan gurame,kurang optimal
7.2,30.3,ikan nila,kurang optimal
7.1,29.8,ikan nila,optimal
7.3,29.6,ikan nila,optimal
7.2,29.6,ikan nila,optimal
6.5,29.5,ikan nila,optimal
7.3,29.0,ikan nila,optimal
7.2,33.6,ikan nila,kurang optimal
7.1,33.5,ikan nila,kurang optimal
6.3,31.2,ikan lele,kurang optimal
7.3,33.8,ikan nila,kurang optimal
7.0,33.1,ikan nila,kurang optimal
7.4,32.5,ikan nila,kurang optimal
6.5,31.9,ikan nila,kurang optimal
7.3,31.7,ikan nila,kurang optimal
7.1,32.4,ikan nila,kurang optimal
5.7,31.6,ikan gurame,kurang optimal
7.3,32.7,ikan nila,kurang optimal
6.8,32.2,ikan nila,kurang optimal
7.2,31.6,ikan nila,kurang optimal
6.5,34.3,ikan nila,kurang optimal
6.9,33.7,ikan nila,kurang optimal
7.2,33.4,ikan nila,kurang optimal
7.4,33.1,ikan nila,kurang optimal
6.5,34.6,ikan nila,kurang optimal
6.8,33.1,ikan nila,kurang optimal
7.5,32.1,ikan nila,kurang optimal
7.4,32.6,ikan nila,kurang optimal
7.5,34.9,ikan nila,kurang optimal
7.3,34.8,ikan nila,kurang optimal
7.2,32.8,ikan nila,kurang optimal
7.2,32.3,ikan nila,kurang optimal
6.8,32.1,ikan nila,kurang optimal
7.0,32.8,ikan nila,kurang optimal
7.2,31.9,ikan nila,kurang optimal
6.4,31.7,ikan lele,kurang optimal
7.0,31.4,ikan nila,kurang optimal
6.5,31.3,ikan nila,kurang optimal
6.7,33.7,ikan nila,kurang optimal
7.3,34.9,ikan nila,kurang optimal
7.3,34.4,ikan nila,kurang optimal
7.2,33.1,ikan nila,kurang optimal
6.9,34.8,ikan nila,kurang optimal
6.7,33.0,ikan nila,kurang optimal
6.5,32.9,ikan nila,kurang optimal
7.4,32.9,ikan nila,kurang optimal
7.4,31.7,ikan nila,kurang optimal
6.4,32.0,ikan lele,kurang optimal
6.5,34.8,ikan nila,kurang optimal
7.3,34.3,ikan nila,kurang optimal
7.5,34.1,ikan nila,kurang optimal
7.0,34.3,ikan nila,kurang optimal
7.4,31.8,ikan nila,kurang optimal
7.1,34.6,ikan nila,kurang optimal
6.5,35.0,ikan nila,kurang optimal
6.6,34.3,ikan nila,kurang optimal
7.4,33.9,ikan nila,kurang optimal
7.2,34.4,ikan nila,kurang optimal
7.0,34.7,ikan nila,kurang optimal
6.7,34.2,ikan nila,kurang optimal
6.6,34.0,ikan nila,kurang optimal
7.3,34.1,ikan nila,kurang optimal
7.0,35.0,ikan nila,kurang optimal
7.1,33.8,ikan nila,kurang optimal
5.8,25.8,ikan gurame,kurang optimal
7.1,21.7,ikan nila,kurang optimal
7.1,27.7,ikan nila,optimal
5.7,27.6,ikan gurame,kurang optimal
5.5,26.4,ikan gurame,kurang optimal
6.1,24.5,ikan lele,kurang optimal
7.2,34.3,ikan nila,kurang optimal
7.4,34.3,ikan nila,kurang optimal
5.8,28.0,ikan gurame,kurang optimal
6.0,28.4,ikan lele,kurang optimal
5.7,28.9,ikan gurame,kurang optimal
6.4,20.1,ikan lele,kurang optimal
5.6,29.9,ikan gurame,kurang optimal
5.8,30.0,ikan gurame,kurang optimal
6.8,24.4,ikan nila,kurang optimal
5.9,21.6,ikan gurame,kurang optimal
6.4,22.6,ikan lele,kurang optimal
6.1,22.8,ikan lele,kurang optimal
5.6,27.5,ikan gurame,kurang optimal
5.8,27.4,ikan gurame,kurang optimal
5.5,23.2,ikan gurame,kurang optimal
5.5,27.1,ikan gurame,kurang optimal
5.8,28.8,ikan gurame,kurang optimal
7.0,30.3,ikan nila,kurang optimal
6.0,27.8,ikan lele,kurang optimal
5.5,24.2,ikan gurame,kurang optimal
6.7,29.3,ikan nila,optimal
6.9,32.9,ikan nila,kurang optimal
6.2,27.8,ikan lele,kurang optimal
5.9,27.4,ikan gurame,kurang optimal
5.7,22.9,ikan gurame,kurang optimal
6.9,24.2,ikan nila,kurang optimal
5.8,27.1,ikan gurame,kurang optimal
5.8,23.9,ikan gurame,kurang optimal
5.6,21.9,ikan gurame,kurang optimal
6.7,25.2,ikan nila,optimal
6.1,24.8,ikan lele,kurang optimal
6.9,27.1,ikan nila,optimal
6.5,23.8,ikan nila,kurang optimal
5.8,27.2,ikan gurame,kurang optimal
6.0,28.1,ikan lele,kurang optimal
5.8,20.0,ikan gurame,kurang optimal
7.2,29.4,ikan nila,optimal
6.4,30.2,ikan lele,kurang optimal
5.8,26.4,ikan gurame,kurang optimal
6.2,28.5,ikan lele,kurang optimal
7.2,28.7,ikan nila,optimal
7.4,29.1,ikan nila,optimal
7.0,23.3,ikan nila,kurang optimal
6.1,29.2,ikan lele,kurang optimal
6.3,25.7,ikan lele,kurang optimal
6.5,22.3,ikan nila,kurang optimal
6.1,23.6,ikan lele,kurang optimal
6.7,30.4,ikan nila,kurang optimal
5.6,20.3,ikan gurame,kurang optimal
6.8,22.4,ikan nila,kurang optimal
6.8,24.1,ikan nila,kurang optimal
6.5,34.5,ikan nila,kurang optimal
7.3,31.5,ikan nila,kurang optimal
7.2,25.1,ikan nila,optimal
6.6,29.6,ikan nila,optimal
6.6,28.5,ikan nila,optimal
7.0,28.2,ikan nila,optimal
5.5,27.4,ikan gurame,kurang optimal
5.9,26.7,ikan gurame,kurang optimal
6.2,30.0,ikan lele,kurang optimal
6.5,20.2,ikan nila,kurang optimal
7.0,21.5,ikan nila,kurang optimal
7.0,21.4,ikan nila,kurang optimal
6.6,23.3,ikan nila,kurang optimal
6.0,29.6,ikan lele,kurang optimal
5.7,20.9,ikan gurame,kurang optimal
6.2,27.7,ikan lele,kurang optimal
6.8,28.3,ikan nila,optimal
6.2,23.6,ikan lele,kurang optimal
6.2,28.1,ikan lele,kurang optimal
6.0,25.4,ikan lele,kurang optimal
6.4,27.2,ikan lele,kurang optimal
6.8,27.9,ikan nila,optimal
6.4,30.9,ikan lele,kurang optimal
6.2,29.9,ikan lele,kurang optimal
6.8,33.0,ikan nila,kurang optimal
7.1,23.3,ikan nila,kurang optimal
6.1,21.0,ikan lele,kurang optimal
5.5,23.4,ikan gurame,kurang optimal
6.8,26.9,ikan nila,optimal
6.5,22.0,ikan nila,kurang optimal
5.7,27.5,ikan gurame,kurang optimal
6.5,29.0,ikan nila,optimal
7.3,28.3,ikan nila,optimal
6.1,20.1,ikan lele,kurang optimal
5.8,22.3,ikan gurame,kurang optimal
6.1,23.8,ikan lele,kurang optimal
5.6,30.1,ikan gurame,kurang optimal
6.4,22.7,ikan lele,kurang optimal
7.0,26.4,ikan nila,optimal
7.3,22.7,ikan nila,kurang optimal
5.5,23.9,ikan gurame,kurang optimal
5.5,20.2,ikan gurame,kurang optimal
5.8,25.3,ikan gurame,kurang optimal
5.8,31.2,ikan gurame,kurang optimal
7.2,27.7,ikan nila,optimal
6.2,27.4,ikan lele,kurang optimal
6.2,30.5,ikan lele,kurang optimal
5.7,23.2,ikan gurame,kurang optimal
5.6,31.4,ikan gurame,kurang optimal
6.6,27.1,ikan nila,optimal
7.2,27.6,ikan nila,optimal
6.9,21.3,ikan nila,kurang optimal
6.3,29.0,ikan lele,kurang optimal
6.7,22.1,ikan nila,kurang optimal
5.9,25.2,ikan gurame,kurang optimal
6.8,31.7,ikan nila,kurang optimal
6.0,22.3,ikan lele,kurang optimal
6.2,20.7,ikan lele,kurang optimal
5.6,28.3,ikan gurame,kurang optimal
6.3,22.6,ikan lele,kurang optimal
5.9,20.8,ikan gurame,kurang optimal
5.9,31.9,ikan gurame,kurang optimal
6.4,21.8,ikan lele,kurang optimal
6.3,30.2,ikan lele,kurang optimal
6.2,28.4,ikan lele,kurang optimal
6.9,31.9,ikan nila,kurang optimal
5.9,21.1,ikan gurame,kurang optimal
7.5,27.1,ikan nila,optimal
6.1,24.7,ikan lele,kurang optimal
6.5,23.4,ikan nila,kurang optimal
6.6,21.1,ikan nila,kurang optimal
6.7,34.6,ikan nila,kurang optimal
6.5,24.7,ikan nila,kurang optimal
6.6,27.9,ikan nila,optimal
7.0,26.9,ikan nila,optimal
5.7,24.7,ikan gurame,kurang optimal
5.6,27.4,ikan gurame,kurang optimal
6.9,21.6,ikan nila,kurang optimal
7.2,27.0,ikan nila,optimal
7.5,31.9,ikan nila,kurang optimal
7.1,28.2,ikan nila,optimal
5.8,22.8,ikan gurame,kurang optimal
7.1,33.0,ikan nila,kurang optimal
7.1,24.3,ikan nila,kurang optimal
7.4,22.2,ikan nila,kurang optimal
6.4,27.4,ikan lele,kurang optimal
6.2,21.8,ikan lele,kurang optimal
6.7,20.1,ikan nila,kurang optimal
6.3,20.7,ikan lele,kurang optimal
7.0,27.7,ikan nila,optimal
6.5,20.5,ikan nila,kurang optimal
7.3,32.8,ikan nila,kurang optimal
6.6,20.2,ikan nila,kurang optimal
6.6,27.5,ikan nila,optimal
6.4,21.5,ikan lele,kurang optimal
6.5,30.9,ikan nila,kurang optimal
6.5,22.2,ikan nila,kurang optimal
6.8,23.1,ikan nila,kurang optimal
6.8,27.4,ikan nila,optimal
6.4,20.4,ikan lele,kurang optimal
6.5,33.4,ikan nila,kurang optimal
6.6,25.6,ikan nila,optimal
5.8,24.0,ikan gurame,kurang optimal
6.1,29.1,ikan lele,kurang optimal
7.2,24.4,ikan nila,kurang optimal
5.7,26.4,ikan gurame,kurang optimal
7.0,26.2,ikan nila,optimal
7.3,27.7,ikan nila,optimal
6.7,30.9,ikan nila,kurang optimal
7.1,25.2,ikan nila,optimal
6.3,29.8,ikan lele,kurang optimal
6.6,23.5,ikan nila,kurang optimal
6.6,20.1,ikan nila,kurang optimal
6.7,23.0,ikan nila,kurang optimal
6.5,28.1,ikan nila,optimal
6.4,29.8,ikan lele,kurang optimal
6.5,30.7,ikan nila,kurang optimal
5.5,24.1,ikan gurame,kurang optimal
6.4,24.1,ikan lele,kurang optimal
7.5,34.6,ikan nila,kurang optimal
6.8,29.5,ikan nila,optimal
7.0,20.2,ikan nila,kurang optimal
5.9,26.2,ikan gurame,kurang optimal
6.9,24.1,ikan nila,kurang optimal
5.6,21.2,ikan gurame,kurang optimal
5.5,28.2,ikan gurame,kurang optimal
6.6,22.6,ikan nila,kurang optimal
5.8,24.7,ikan gurame,kurang optimal
7.1,25.6,ikan nila,optimal
7.1,21.3,ikan nila,kurang optimal
6.6,22.9,ikan nila,kurang optimal
7.4,33.4,ikan nila,kurang optimal
7.4,32.1,ikan nila,kurang optimal
5.9,23.6,ikan gurame,kurang optimal
7.0,20.8,ikan nila,kurang optimal
5.7,21.1,ikan gurame,kurang optimal
6.2,20.1,ikan lele,kurang optimal
5.7,26.1,ikan gurame,kurang optimal
5.7,21.8,ikan gurame,kurang optimal
5.9,23.8,ikan gurame,kurang optimal
7.0,28.3,ikan nila,optimal
7.2,27.3,ikan nila,optimal
7.4,21.6,ikan nila,kurang optimal
5.5,23.5,ikan gurame,kurang optimal
5.7,20.6,ikan gurame,kurang optimal
6.8,25.9,ikan nila,optimal
6.9,26.5,ikan nila,optimal
6.2,30.2,ikan lele,kurang optimal
6.1,25.9,ikan lele,kurang optimal
6.8,22.8,ikan nila,kurang optimal
7.1,29.9,ikan nila,optimal
6.4,28.0,ikan lele,kurang optimal
6.1,31.6,ikan lele,kurang optimal
6.3,28.8,ikan lele,kurang optimal
6.4,29.2,ikan lele,kurang optimal
7.2,27.9,ikan nila,optimal
6.9,21.5,ikan nila,kurang optimal
6.8,28.1,ikan nila,optimal
