Date;Time;PH;TEMP
07/12/2022;05:00:00;57.884;218.086
07/12/2022;05:20:00;57.884;2.542.144
07/12/2022;05:40:00;53.892;238.326
07/12/2022;06:00:00;56.886;241.868
07/12/2022;06:20:00;51.896;2.214.256
07/12/2022;06:40:00;57.884;23.782
07/12/2022;07:00:00;55.888;2.380.224
07/12/2022;07:20:00;52.894;2.466.244
07/12/2022;07:40:00;53.892;2.564.408
07/12/2022;08:00:00;50.898;25.806
07/12/2022;08:20:00;50.898;2.630.188
07/12/2022;08:40:00;56.886;2.503.688
07/12/2022;09:00:00;50.898;2.534.048
07/12/2022;09:20:00;58.882;233.266
07/12/2022;09:40:00;5.988;2.567.444
07/12/2022;10:00:00;5.489;2.404.512
07/12/2022;10:20:00;55.888;226.182
07/12/2022;10:40:00;58.882;2.441.956
07/12/2022;11:00:00;56.886;2.369.092
07/12/2022;11:20:00;4.99;2.591.732
07/12/2022;11:40:00;58.882;216.568
07/12/2022;12:00:00;5.988;2.348.852
07/12/2022;12:20:00;5.489;2.315.456
07/12/2022;12:40:00;58.882;2.627.152
07/12/2022;13:00:00;57.884;2.127.224
07/12/2022;13:20:00;55.888;2.573.516
07/12/2022;13:40:00;4.99;218.086
07/12/2022;14:00:00;50.898;2.542.144
07/12/2022;14:20:00;57.884;238.326
07/12/2022;14:40:00;5.988;241.868
07/12/2022;15:00:00;4.99;2.214.256
07/12/2022;15:20:00;52.894;23.782
07/12/2022;15:40:00;5.988;2.380.224
07/12/2022;16:00:00;57.884;2.466.244
07/12/2022;16:20:00;56.886;2.564.408
07/12/2022;16:40:00;50.898;25.806
07/12/2022;17:00:00;4.99;2.630.188
07/12/2022;17:20:00;56.886;2.503.688
07/12/2022;17:40:00;53.892;2.534.048
07/12/2022;18:00:00;5.489;233.266
07/12/2022;18:20:00;53.892;2.567.444
07/12/2022;18:40:00;4.99;2.404.512
07/12/2022;19:00:00;55.888;226.182
07/12/2022;19:20:00;5.489;2.441.956
07/12/2022;19:40:00;56.886;2.369.092
07/12/2022;20:00:00;51.896;2.591.732
07/12/2022;20:20:00;51.896;216.568
07/12/2022;20:40:00;55.888;2.348.852
07/12/2022;21:00:00;52.894;2.315.456
07/12/2022;21:20:00;55.888;2.627.152
07/12/2022;21:40:00;52.894;2.127.224
07/12/2022;22:00:00;4.99;2.573.516
07/12/2022;22:20:00;56.886;218.086
07/12/2022;22:40:00;5.988;2.542.144
07/12/2022;23:00:00;57.884;238.326
07/12/2022;23:20:00;52.894;241.868
08/12/2022;23:40:00;57.884;2.214.256
08/12/2022;00:00:00;5.489;23.782
08/12/2022;00:20:00;50.898;2.380.224
08/12/2022;00:40:00;57.884;2.466.244
08/12/2022;01:00:00;51.896;2.564.408
08/12/2022;01:20:00;5.988;25.806
08/12/2022;01:40:00;5.489;2.630.188
08/12/2022;02:00:00;4.99;2.503.688
08/12/2022;02:20:00;5.988;2.534.048
08/12/2022;02:40:00;4.99;233.266
08/12/2022;03:00:00;56.886;2.567.444
08/12/2022;03:20:00;58.882;2.404.512
08/12/2022;03:40:00;50.898;226.182
08/12/2022;04:00:00;5.988;2.441.956
08/12/2022;04:20:00;57.884;2.369.092
08/12/2022;04:40:00;56.886;2.591.732
08/12/2022;05:00:00;4.99;216.568
08/12/2022;05:20:00;50.898;2.348.852
08/12/2022;05:40:00;55.888;2.315.456
08/12/2022;06:00:00;52.894;2.627.152
08/12/2022;06:20:00;58.882;2.127.224
08/12/2022;06:40:00;50.898;2.573.516
08/12/2022;07:00:00;53.892;218.086
08/12/2022;07:20:00;53.892;2.542.144
08/12/2022;07:40:00;5.988;238.326
08/12/2022;08:00:00;5.489;241.868
08/12/2022;08:20:00;56.886;2.214.256
08/12/2022;08:40:00;57.884;23.782
08/12/2022;09:00:00;53.892;2.380.224
08/12/2022;09:20:00;58.882;2.466.244
08/12/2022;09:40:00;50.898;2.564.408
08/12/2022;10:00:00;55.888;25.806
08/12/2022;10:20:00;50.898;2.630.188
08/12/2022;10:40:00;51.896;2.503.688
08/12/2022;11:00:00;4.99;2.534.048
08/12/2022;11:20:00;53.892;233.266
08/12/2022;11:40:00;4.99;2.567.444
08/12/2022;12:00:00;58.882;2.404.512
08/12/2022;12:20:00;56.886;263.626
08/12/2022;12:40:00;58.882;2.625.128
08/12/2022;13:00:00;50.898;2.607.924
08/12/2022;13:20:00;57.884;2.584.648
08/12/2022;13:40:00;4.99;2.579.588
08/12/2022;14:00:00;53.892;2.577.564
08/12/2022;14:20:00;4.99;2.573.516
08/12/2022;14:40:00;58.882;2.566.432
08/12/2022;15:00:00;58.882;2.554.288
08/12/2022;15:20:00;50.898;2.521.904
08/12/2022;15:40:00;57.884;2.518.868
08/12/2022;16:00:00;4.99;248.446
08/12/2022;16:20:00;51.896;2.467.256
08/12/2022;16:40:00;55.888;246.422
08/12/2022;17:00:00;53.892;2.463.208
08/12/2022;17:20:00;52.894;2.444.992
08/12/2022;17:40:00;56.886;2.448.028
08/12/2022;18:00:00;5.988;25.553
08/12/2022;18:20:00;53.892;25.553
08/12/2022;18:40:00;50.898;2.558.336
08/12/2022;19:00:00;53.892;2.630.188
08/12/2022;19:20:00;53.892;2.678.764
08/12/2022;19:40:00;5.489;2.751.628
08/12/2022;20:00:00;5.489;27.577
08/12/2022;20:20:00;5.988;27.577
08/12/2022;20:40:00;56.886;2.763.772
08/12/2022;21:00:00;53.892;2.786.036
08/12/2022;21:20:00;56.886;2.797.168
08/12/2022;21:40:00;53.892;2.840.684
08/12/2022;22:00:00;55.888;2.850.804
08/12/2022;22:20:00;56.886;2.856.876
08/12/2022;22:40:00;5.988;2.864.972
08/12/2022;23:00:00;50.898;2.878.128
08/12/2022;23:20:00;5.988;2.880.152
09/12/2022;23:40:00;5.489;2.900.392
09/12/2022;00:00:00;5.988;291.456
09/12/2022;00:20:00;5.489;2.922.656
09/12/2022;00:40:00;57.884;29.348
09/12/2022;01:00:00;57.884;2.969.208
09/12/2022;01:20:00;58.882;2.988.436
09/12/2022;01:40:00;51.896;2.998.556
09/12/2022;02:00:00;5.489;3.023.856
09/12/2022;02:20:00;56.886;3.024.868
09/12/2022;02:40:00;4.99;3.023.856
09/12/2022;03:00:00;5.489;2.991.472
09/12/2022;03:20:00;52.894;2.989.448
09/12/2022;03:40:00;5.988;2.973.256
09/12/2022;04:00:00;53.892;2.962.124
09/12/2022;04:20:00;53.892;2.926.704
09/12/2022;04:40:00;53.892;289.938
09/12/2022;05:00:00;53.892;289.432
09/12/2022;05:20:00;56.886;2.871.044
09/12/2022;05:40:00;55.888;2.868.008
09/12/2022;06:00:00;53.892;2.865.984
09/12/2022;06:20:00;55.888;2.840.684
09/12/2022;06:40:00;55.888;2.837.648
09/12/2022;07:00:00;4.99;2.820.444
09/12/2022;07:20:00;5.988;2.805.264
09/12/2022;07:40:00;52.894;2.756.688
09/12/2022;08:00:00;5.489;2.756.688
09/12/2022;08:20:00;57.884;2.755.676
09/12/2022;08:40:00;5.489;2.755.676
09/12/2022;09:00:00;5.988;2.754.664
09/12/2022;09:20:00;50.898;2.753.652
09/12/2022;09:40:00;53.892;2.726.328
09/12/2022;10:00:00;53.892;2.725.316
09/12/2022;10:20:00;52.894;2.716.208
09/12/2022;10:40:00;50.898;2.699.004
09/12/2022;11:00:00;4.99;2.667.632
09/12/2022;11:20:00;52.894;2.663.584
09/12/2022;11:40:00;52.894;266.156
09/12/2022;12:00:00;51.896;2.653.464
09/12/2022;12:20:00;58.882;2.652.452
09/12/2022;12:40:00;53.892;2.648.404
09/12/2022;13:00:00;57.884;2.612.984
09/12/2022;13:20:00;50.898;2.592.744
09/12/2022;13:40:00;4.99;2.579.588
09/12/2022;14:00:00;5.489;2.577.564
09/12/2022;14:20:00;58.882;257.554
09/12/2022;14:40:00;5.988;2.547.204
09/12/2022;15:00:00;55.888;2.546.192
09/12/2022;15:20:00;57.884;2.543.156
09/12/2022;15:40:00;57.884;2.522.916
09/12/2022;16:00:00;4.99;2.505.712
09/12/2022;16:20:00;5.988;25.047
09/12/2022;16:40:00;57.884;2.468.268
09/12/2022;17:00:00;50.898;2.467.256
09/12/2022;17:20:00;53.892;2.463.208
09/12/2022;17:40:00;50.898;2.441.956
09/12/2022;18:00:00;5.489;248.952
09/12/2022;18:20:00;51.896;2.497.616
09/12/2022;18:40:00;4.99;2.508.748
09/12/2022;19:00:00;56.886;2.533.036
09/12/2022;19:20:00;58.882;2.559.348
09/12/2022;19:40:00;52.894;2.582.624
09/12/2022;20:00:00;5.489;2.602.864
09/12/2022;20:20:00;53.892;264.132
09/12/2022;20:40:00;57.884;2.650.428
09/12/2022;21:00:00;5.988;265.144
09/12/2022;21:20:00;5.988;2.672.692
09/12/2022;21:40:00;57.884;2.680.788
09/12/2022;22:00:00;57.884;269.192
09/12/2022;22:20:00;5.988;275.264
09/12/2022;22:40:00;55.888;2.791.096
09/12/2022;23:00:00;50.898;2.795.144
09/12/2022;23:20:00;5.988;2.822.468
10/12/2022;23:40:00;51.896;28.336
10/12/2022;00:00:00;4.99;2.840.684
10/12/2022;00:20:00;4.99;2.873.068
10/12/2022;00:40:00;5.988;2.905.452
10/12/2022;01:00:00;5.988;291.962
10/12/2022;01:20:00;52.894;2.936.824
10/12/2022;01:40:00;55.888;2.988.436
10/12/2022;02:00:00;5.988;2.989.448
10/12/2022;02:20:00;53.892;30.107
10/12/2022;02:40:00;52.894;3.004.628
10/12/2022;03:00:00;5.988;3.003.616
10/12/2022;03:20:00;5.988;3.001.592
10/12/2022;03:40:00;53.892;300.058
10/12/2022;04:00:00;51.896;2.999.568
10/12/2022;04:20:00;4.99;2.979.328
10/12/2022;04:40:00;55.888;2.972.244
10/12/2022;05:00:00;5.489;2.964.148
10/12/2022;05:20:00;56.886;2.947.956
10/12/2022;05:40:00;50.898;2.878.128
10/12/2022;06:00:00;4.99;2.876.104
10/12/2022;06:20:00;53.892;286.902
10/12/2022;06:40:00;5.988;2.846.756
10/12/2022;07:00:00;4.99;283.866
10/12/2022;07:20:00;58.882;2.802.228
10/12/2022;07:40:00;5.988;2.780.976
10/12/2022;08:00:00;55.888;2.778.952
10/12/2022;08:20:00;56.886;2.769.844
10/12/2022;08:40:00;4.99;275.264
10/12/2022;09:00:00;56.886;2.716.208
10/12/2022;09:20:00;5.489;2.716.208
10/12/2022;09:40:00;51.896;2.709.124
10/12/2022;10:00:00;50.898;2.706.088
10/12/2022;10:20:00;51.896;2.706.088
10/12/2022;10:40:00;56.886;2.694.956
10/12/2022;11:00:00;52.894;269.192
10/12/2022;11:20:00;4.99;2.683.824
10/12/2022;11:40:00;4.99;2.677.752
10/12/2022;12:00:00;51.896;2.675.728
10/12/2022;12:20:00;4.99;2.724.304
10/12/2022;12:40:00;57.884;2.716.208
10/12/2022;13:00:00;55.888;2.672.692
10/12/2022;13:20:00;55.888;2.670.668
10/12/2022;13:40:00;53.892;2.664.596
10/12/2022;14:00:00;56.886;2.630.188
10/12/2022;14:20:00;53.892;2.624.116
10/12/2022;14:40:00;57.884;2.623.104
10/12/2022;15:00:00;5.988;2.620.068
10/12/2022;15:20:00;53.892;2.608.936
10/12/2022;15:40:00;5.489;2.596.792
10/12/2022;16:00:00;58.882;2.567.444
10/12/2022;16:20:00;58.882;2.556.312
10/12/2022;16:40:00;5.988;2.500.652
10/12/2022;17:00:00;52.894;2.493.568
10/12/2022;17:20:00;5.489;2.487.496
10/12/2022;17:40:00;50.898;2.496.604
10/12/2022;18:00:00;55.888;2.516.844
10/12/2022;18:20:00;4.99;2.648.404
10/12/2022;18:40:00;50.898;2.659.536
10/12/2022;19:00:00;57.884;2.680.788
10/12/2022;19:20:00;56.886;2.690.908
10/12/2022;19:40:00;57.884;275.264
10/12/2022;20:00:00;58.882;2.765.796
10/12/2022;20:20:00;52.894;2.810.324
10/12/2022;20:40:00;56.886;2.815.384
10/12/2022;21:00:00;5.489;2.850.804
10/12/2022;21:20:00;52.894;286.396
10/12/2022;21:40:00;53.892;2.883.188
10/12/2022;22:00:00;4.99;289.432
10/12/2022;22:20:00;53.892;2.900.392
10/12/2022;22:40:00;55.888;2.902.416
10/12/2022;23:00:00;57.884;2.908.488
10/12/2022;23:20:00;58.882;2.936.824
11/12/2022;23:40:00;5.988;2.968.196
11/12/2022;00:00:00;56.886;2.982.364
11/12/2022;00:20:00;56.886;3.018.796
11/12/2022;00:40:00;5.988;3.022.844
11/12/2022;01:00:00;50.898;3.040.048
11/12/2022;01:20:00;5.489;3.075.468
11/12/2022;01:40:00;58.882;3.078.504
11/12/2022;02:00:00;53.892;3.103.804
11/12/2022;02:20:00;5.489;3.232.328
11/12/2022;02:40:00;5.489;3.219.172
11/12/2022;03:00:00;56.886;318.274
11/12/2022;03:20:00;5.489;3.151.368
11/12/2022;03:40:00;58.882;3.140.236
11/12/2022;04:00:00;52.894;3.131.128
11/12/2022;04:20:00;51.896;312.202
11/12/2022;04:40:00;5.988;3.119.996
11/12/2022;05:00:00;53.892;31.119
11/12/2022;05:20:00;5.988;3.083.564
11/12/2022;05:40:00;5.489;3.078.504
11/12/2022;06:00:00;51.896;3.068.384
11/12/2022;06:20:00;51.896;304.106
11/12/2022;06:40:00;5.988;3.039.036
11/12/2022;07:00:00;5.489;30.36
11/12/2022;07:20:00;5.988;3.013.736
11/12/2022;07:40:00;53.892;299.552
11/12/2022;08:00:00;5.489;2.957.064
11/12/2022;08:20:00;53.892;295.504
11/12/2022;08:40:00;51.896;292.468
11/12/2022;09:00:00;51.896;2.916.584
11/12/2022;09:20:00;52.894;2.901.404
11/12/2022;09:40:00;58.882;2.893.308
11/12/2022;10:00:00;55.888;2.886.224
11/12/2022;10:20:00;5.489;2.854.852
11/12/2022;10:40:00;55.888;2.849.792
11/12/2022;11:00:00;57.884;2.830.564
11/12/2022;11:20:00;53.892;2.789.072
11/12/2022;11:40:00;55.888;2.780.976
11/12/2022;12:00:00;5.988;2.739.484
11/12/2022;12:20:00;4.99;264.638
11/12/2022;12:40:00;51.896;2.632.212
11/12/2022;13:00:00;51.896;2.624.116
11/12/2022;13:20:00;58.882;2.612.984
11/12/2022;13:40:00;4.99;2.604.888
11/12/2022;14:00:00;51.896;2.602.864
11/12/2022;14:20:00;56.886;2.596.792
11/12/2022;14:40:00;50.898;2.562.384
11/12/2022;15:00:00;5.489;2.559.348
11/12/2022;15:20:00;4.99;2.559.348
11/12/2022;15:40:00;5.988;2.557.324
11/12/2022;16:00:00;55.888;2.548.216
11/12/2022;16:20:00;5.489;25.047
11/12/2022;16:40:00;52.894;2.468.268
11/12/2022;17:00:00;51.896;2.444.992
11/12/2022;17:20:00;4.99;2.442.968
11/12/2022;17:40:00;52.894;2.512.796
11/12/2022;18:00:00;53.892;2.533.036
11/12/2022;18:20:00;51.896;254.012
11/12/2022;18:40:00;50.898;255.024
11/12/2022;19:00:00;55.888;2.562.384
11/12/2022;19:20:00;55.888;2.574.528
11/12/2022;19:40:00;5.988;258.566
11/12/2022;20:00:00;52.894;2.588.696
11/12/2022;20:20:00;50.898;2.593.756
11/12/2022;20:40:00;4.99;2.624.116
11/12/2022;21:00:00;55.888;2.769.844
11/12/2022;21:20:00;57.884;2.781.988
11/12/2022;21:40:00;55.888;2.796.156
11/12/2022;22:00:00;56.886;288.926
11/12/2022;22:20:00;56.886;2.905.452
11/12/2022;22:40:00;55.888;2.986.412
11/12/2022;23:00:00;58.882;2.987.424
11/12/2022;23:20:00;50.898;3.018.796
12/12/2022;23:40:00;5.988;3.052.192
12/12/2022;00:00:00;51.896;3.077.492
12/12/2022;00:20:00;58.882;3.083.564
12/12/2022;00:40:00;57.884;3.102.792
12/12/2022;01:00:00;5.988;3.102.792
12/12/2022;01:20:00;5.988;3.103.804
12/12/2022;01:40:00;56.886;312.202
12/12/2022;02:00:00;5.489;31.372
12/12/2022;02:20:00;58.882;314.732
12/12/2022;02:40:00;51.896;314.732
12/12/2022;03:00:00;57.884;3.118.984
12/12/2022;03:20:00;56.886;3.100.768
12/12/2022;03:40:00;4.99;3.083.564
12/12/2022;04:00:00;53.892;3.082.552
12/12/2022;04:20:00;50.898;3.082.552
12/12/2022;04:40:00;5.489;307.142
12/12/2022;05:00:00;56.886;306.636
12/12/2022;05:20:00;55.888;304.612
12/12/2022;05:40:00;58.882;3.033.976
12/12/2022;06:00:00;51.896;299.046
12/12/2022;06:20:00;5.988;2.989.448
12/12/2022;06:40:00;58.882;2.983.376
12/12/2022;07:00:00;4.99;2.981.352
12/12/2022;07:20:00;5.489;2.922.656
12/12/2022;07:40:00;51.896;291.456
12/12/2022;08:00:00;53.892;2.890.272
12/12/2022;08:20:00;56.886;2.886.224
12/12/2022;08:40:00;55.888;2.870.032
12/12/2022;09:00:00;50.898;286.902
12/12/2022;09:20:00;57.884;2.829.552
12/12/2022;09:40:00;5.489;2.829.552
12/12/2022;10:00:00;58.882;282.348
12/12/2022;10:20:00;57.884;281.842
12/12/2022;10:40:00;51.896;276.782
12/12/2022;11:00:00;5.988;2.719.244
12/12/2022;11:20:00;52.894;2.715.196
12/12/2022;11:40:00;56.886;2.695.968
12/12/2022;12:00:00;50.898;2.662.572
12/12/2022;12:20:00;56.886;2.660.548
12/12/2022;12:40:00;50.898;2.615.008
12/12/2022;13:00:00;53.892;259.072
12/12/2022;13:20:00;4.99;259.072
12/12/2022;13:40:00;56.886;2.587.684
12/12/2022;14:00:00;51.896;25.806
12/12/2022;14:20:00;55.888;2.569.468
12/12/2022;14:40:00;5.988;2.566.432
12/12/2022;15:00:00;50.898;2.563.396
12/12/2022;15:20:00;58.882;2.563.396
12/12/2022;15:40:00;53.892;2.531.012
12/12/2022;16:00:00;58.882;25.3
12/12/2022;16:20:00;5.988;247.434
12/12/2022;16:40:00;58.882;2.460.172
12/12/2022;17:00:00;5.988;244.904
12/12/2022;17:20:00;57.884;2.448.028
12/12/2022;17:40:00;5.988;2.536.072
12/12/2022;18:00:00;55.888;254.012
12/12/2022;18:20:00;5.988;25.553
12/12/2022;18:40:00;57.884;2.630.188
12/12/2022;19:00:00;52.894;266.156
12/12/2022;19:20:00;5.988;2.687.872
12/12/2022;19:40:00;53.892;269.192
12/12/2022;20:00:00;50.898;274.252
12/12/2022;20:20:00;50.898;2.773.892
12/12/2022;20:40:00;57.884;281.842
12/12/2022;21:00:00;5.988;2.872.056
12/12/2022;21:20:00;55.888;2.875.092
12/12/2022;21:40:00;50.898;2.898.368
12/12/2022;22:00:00;4.99;2.908.488
12/12/2022;22:20:00;5.988;29.601
12/12/2022;22:40:00;53.892;2.964.148
12/12/2022;23:00:00;5.988;2.972.244
12/12/2022;23:20:00;4.99;2.976.292
13/12/2022;23:40:00;5.988;2.983.376
13/12/2022;00:00:00;57.884;2.983.376
13/12/2022;00:20:00;5.489;300.564
13/12/2022;00:40:00;56.886;3.057.252
13/12/2022;01:00:00;53.892;3.087.612
13/12/2022;01:20:00;56.886;3.105.828
13/12/2022;01:40:00;56.886;3.114.936
13/12/2022;02:00:00;56.886;3.123.032
13/12/2022;02:20:00;5.489;3.118.984
13/12/2022;02:40:00;55.888;3.114.936
13/12/2022;03:00:00;51.896;3.102.792
13/12/2022;03:20:00;53.892;310.178
13/12/2022;03:40:00;4.99;3.069.396
13/12/2022;04:00:00;56.886;3.048.144
13/12/2022;04:20:00;52.894;304.612
13/12/2022;04:40:00;56.886;3.042.072
13/12/2022;05:00:00;53.892;304.106
13/12/2022;05:20:00;50.898;3.026.892
13/12/2022;05:40:00;5.489;3.019.808
13/12/2022;06:00:00;4.99;3.009.688
13/12/2022;06:20:00;5.988;2.971.232
13/12/2022;06:40:00;50.898;2.953.016
13/12/2022;07:00:00;52.894;2.937.836
13/12/2022;07:20:00;4.99;2.933.788
13/12/2022;07:40:00;5.988;292.974
13/12/2022;08:00:00;57.884;2.897.356
13/12/2022;08:20:00;56.886;287.408
13/12/2022;08:40:00;55.888;283.866
13/12/2022;09:00:00;53.892;282.854
13/12/2022;09:20:00;58.882;281.842
13/12/2022;09:40:00;56.886;2.796.156
13/12/2022;10:00:00;53.892;2.746.568
13/12/2022;10:20:00;55.888;2.730.376
13/12/2022;10:40:00;5.988;2.721.268
13/12/2022;11:00:00;5.489;2.700.016
13/12/2022;11:20:00;55.888;2.678.764
13/12/2022;11:40:00;5.489;2.673.704
13/12/2022;12:00:00;55.888;2.670.668
13/12/2022;12:20:00;5.988;2.743.532
13/12/2022;12:40:00;52.894;2.738.472
13/12/2022;13:00:00;56.886;27.324
13/12/2022;13:20:00;4.99;272.734
13/12/2022;13:40:00;56.886;2.726.328
13/12/2022;14:00:00;50.898;2.724.304
13/12/2022;14:20:00;50.898;2.704.064
13/12/2022;14:40:00;5.489;266.662
13/12/2022;15:00:00;58.882;2.657.512
13/12/2022;15:20:00;50.898;26.565
13/12/2022;15:40:00;51.896;2.628.164
13/12/2022;16:00:00;5.988;261.096
13/12/2022;16:20:00;4.99;2.604.888
13/12/2022;16:40:00;4.99;259.072
13/12/2022;17:00:00;55.888;2.579.588
13/12/2022;17:20:00;58.882;2.563.396
13/12/2022;17:40:00;51.896;2.429.812
13/12/2022;18:00:00;57.884;243.386
13/12/2022;18:20:00;58.882;2.435.884
13/12/2022;18:40:00;56.886;2.466.244
13/12/2022;19:00:00;5.489;2.503.688
13/12/2022;19:20:00;50.898;251.988
13/12/2022;19:40:00;57.884;2.593.756
13/12/2022;20:00:00;56.886;2.624.116
13/12/2022;20:20:00;55.888;2.674.716
13/12/2022;20:40:00;57.884;2.692.932
13/12/2022;21:00:00;51.896;2.694.956
13/12/2022;21:20:00;56.886;271.722
13/12/2022;21:40:00;52.894;2.736.448
13/12/2022;22:00:00;55.888;274.758
13/12/2022;22:20:00;56.886;278.806
13/12/2022;22:40:00;52.894;291.962
13/12/2022;23:00:00;52.894;2.937.836
13/12/2022;23:20:00;55.888;2.998.556
14/12/2022;23:40:00;51.896;300.058
14/12/2022;00:00:00;53.892;3.008.676
14/12/2022;00:20:00;4.99;3.008.676
14/12/2022;00:40:00;53.892;3.031.952
14/12/2022;01:00:00;5.489;3.054.216
14/12/2022;01:20:00;56.886;3.067.372
14/12/2022;01:40:00;51.896;3.082.552
14/12/2022;02:00:00;55.888;3.119.996
14/12/2022;02:20:00;5.988;3.227.268
14/12/2022;02:40:00;52.894;3.205.004
14/12/2022;03:00:00;5.988;3.186.788
14/12/2022;03:20:00;58.882;3.171.608
14/12/2022;03:40:00;5.988;3.148.332
14/12/2022;04:00:00;52.894;3.133.152
14/12/2022;04:20:00;52.894;310.178
14/12/2022;04:40:00;52.894;3.092.672
14/12/2022;05:00:00;50.898;3.083.564
14/12/2022;05:20:00;56.886;3.075.468
14/12/2022;05:40:00;55.888;3.067.372
14/12/2022;06:00:00;52.894;3.054.216
14/12/2022;06:20:00;50.898;30.36
14/12/2022;06:40:00;58.882;3.031.952
14/12/2022;07:00:00;5.489;303.094
14/12/2022;07:20:00;53.892;301.576
14/12/2022;07:40:00;52.894;2.963.136
14/12/2022;08:00:00;5.988;2.947.956
14/12/2022;08:20:00;50.898;2.931.764
14/12/2022;08:40:00;53.892;2.920.632
14/12/2022;09:00:00;55.888;2.883.188
14/12/2022;09:20:00;51.896;2.852.828
14/12/2022;09:40:00;57.884;2.851.816
14/12/2022;10:00:00;51.896;2.834.612
14/12/2022;10:20:00;55.888;2.830.564
14/12/2022;10:40:00;58.882;2.824.492
14/12/2022;11:00:00;53.892;2.804.252
14/12/2022;11:20:00;50.898;2.799.192
14/12/2022;11:40:00;55.888;2.785.024
14/12/2022;12:00:00;5.489;277.288
14/12/2022;12:20:00;58.882;278.806
14/12/2022;12:40:00;51.896;2.786.036
14/12/2022;13:00:00;53.892;2.781.988
14/12/2022;13:20:00;50.898;2.759.724
14/12/2022;13:40:00;58.882;2.759.724
14/12/2022;14:00:00;4.99;272.734
14/12/2022;14:20:00;56.886;2.710.136
14/12/2022;14:40:00;5.489;2.701.028
14/12/2022;15:00:00;52.894;2.675.728
14/12/2022;15:20:00;56.886;2.637.272
14/12/2022;15:40:00;4.99;2.624.116
14/12/2022;16:00:00;5.489;2.589.708
14/12/2022;16:20:00;5.489;2.573.516
14/12/2022;16:40:00;4.99;2.556.312
14/12/2022;17:00:00;52.894;2.553.276
14/12/2022;17:20:00;56.886;2.534.048
14/12/2022;17:40:00;50.898;2.452.076
14/12/2022;18:00:00;52.894;2.496.604
14/12/2022;18:20:00;5.489;2.501.664
14/12/2022;18:40:00;56.886;2.511.784
14/12/2022;19:00:00;4.99;2.520.892
14/12/2022;19:20:00;55.888;25.3
14/12/2022;19:40:00;56.886;2.549.228
14/12/2022;20:00:00;5.988;2.579.588
14/12/2022;20:20:00;50.898;2.593.756
14/12/2022;20:40:00;52.894;2.613.996
14/12/2022;21:00:00;52.894;2.629.176
14/12/2022;21:20:00;57.884;2.630.188
14/12/2022;21:40:00;53.892;2.647.392
14/12/2022;22:00:00;52.894;2.694.956
14/12/2022;22:20:00;53.892;272.734
14/12/2022;22:40:00;57.884;2.731.388
14/12/2022;23:00:00;4.99;2.790.084
14/12/2022;23:20:00;50.898;280.324
15/12/2022;23:40:00;56.886;2.911.524
15/12/2022;00:00:00;5.988;2.935.812
15/12/2022;00:20:00;57.884;2.936.824
15/12/2022;00:40:00;52.894;2.941.884
15/12/2022;01:00:00;58.882;2.953.016
15/12/2022;01:20:00;58.882;2.961.112
15/12/2022;01:40:00;53.892;2.971.232
15/12/2022;02:00:00;58.882;3.058.264
15/12/2022;02:20:00;56.886;3.225.244
15/12/2022;02:40:00;5.489;3.221.196
15/12/2022;03:00:00;5.988;3.180.716
15/12/2022;03:20:00;5.988;317.768
15/12/2022;03:40:00;53.892;3.174.644
15/12/2022;04:00:00;5.988;3.160.476
15/12/2022;04:20:00;58.882;3.144.284
15/12/2022;04:40:00;55.888;312.708
15/12/2022;05:00:00;4.99;3.124.044
15/12/2022;05:20:00;53.892;310.684
15/12/2022;05:40:00;52.894;3.097.732
15/12/2022;06:00:00;5.988;3.077.492
15/12/2022;06:20:00;5.988;3.062.312
15/12/2022;06:40:00;5.988;3.038.024
15/12/2022;07:00:00;4.99;300.564
15/12/2022;07:20:00;51.896;2.986.412
15/12/2022;07:40:00;53.892;2.978.316
15/12/2022;08:00:00;55.888;2.969.208
15/12/2022;08:20:00;58.882;2.916.584
15/12/2022;08:40:00;53.892;2.913.548
15/12/2022;09:00:00;5.988;29.095
15/12/2022;09:20:00;5.988;2.882.176
15/12/2022;09:40:00;57.884;2.875.092
15/12/2022;10:00:00;58.882;286.396
15/12/2022;10:20:00;51.896;28.336
15/12/2022;10:40:00;4.99;282.854
15/12/2022;11:00:00;50.898;2.825.504
15/12/2022;11:20:00;57.884;2.814.372
15/12/2022;11:40:00;55.888;2.795.144
15/12/2022;12:00:00;52.894;2.791.096
15/12/2022;12:20:00;53.892;2.744.544
15/12/2022;12:40:00;5.988;2.735.436
15/12/2022;13:00:00;5.489;2.710.136
15/12/2022;13:20:00;5.988;2.701.028
15/12/2022;13:40:00;4.99;2.694.956
15/12/2022;14:00:00;57.884;2.678.764
15/12/2022;14:20:00;56.886;2.674.716
15/12/2022;14:40:00;50.898;2.673.704
15/12/2022;15:00:00;58.882;2.659.536
15/12/2022;15:20:00;58.882;2.630.188
15/12/2022;15:40:00;50.898;2.601.852
15/12/2022;16:00:00;50.898;2.596.792
15/12/2022;16:20:00;58.882;2.594.768
15/12/2022;16:40:00;4.99;256.036
15/12/2022;17:00:00;56.886;2.548.216
15/12/2022;17:20:00;57.884;254.518
15/12/2022;17:40:00;5.988;2.539.108
15/12/2022;18:00:00;52.894;2.559.348
15/12/2022;18:20:00;52.894;2.559.348
15/12/2022;18:40:00;57.884;256.542
15/12/2022;19:00:00;55.888;2.573.516
15/12/2022;19:20:00;52.894;2.577.564
